smoke,sex,age,edu,weight,height,bmi,sport,marital,region,wkabint,income,ls,ID
YES,MALE,30,VOCATIONAL/GRAMMAR,78.0,175.0,25.469387755102,YES,MARRIED,Mazowieckie,NO,1500.0,PLEASED,3690
NO,FEMALE,54,SECONDARY,54.0,152.0,23.3725761772853,YES,MARRIED,Lubelskie,NO,,MIXED,3691
YES,FEMALE,42,PRIMARY/NO EDUCATION,58.0,163.0,21.8299521999323,YES,SINGLE,Warminsko-mazurskie,NO,500.0,MOSTLY DISSATISFIED,3692
NO,MALE,50,SECONDARY,90.0,185.0,26.2965668371074,YES,MARRIED,Lodzkie,NO,1500.0,PLEASED,3693
YES,MALE,58,PRIMARY/NO EDUCATION,70.0,176.0,22.5981404958678,YES,MARRIED,Opolskie,YES,1000.0,MOSTLY SATISFIED,3694
NO,FEMALE,89,PRIMARY/NO EDUCATION,58.0,160.0,22.65625,YES,WIDOWED,Warminsko-mazurskie,NO,1200.0,MIXED,3695
YES,FEMALE,30,SECONDARY,76.0,170.0,26.2975778546713,YES,MARRIED,Kujawsko-pomorskie,NO,0.0,PLEASED,3696
NO,FEMALE,45,POST-SECONDARY OR HIGHER,55.0,159.0,21.7554685336814,NO,MARRIED,Mazowieckie,NO,0.0,MOSTLY SATISFIED,3697
NO,MALE,21,SECONDARY,70.0,177.0,22.343515592582,NO,SINGLE,Lubelskie,NO,,DELIGHTED,3698
NO,FEMALE,78,PRIMARY/NO EDUCATION,80.0,155.0,33.2986472424558,YES,MARRIED,Zachodnio-pomorskie,NO,1500.0,MIXED,3699
NO,FEMALE,62,VOCATIONAL/GRAMMAR,90.0,164.0,33.4622248661511,YES,WIDOWED,Podlaskie,NO,1200.0,MIXED,3700
NO,FEMALE,47,VOCATIONAL/GRAMMAR,48.0,152.0,20.7756232686981,YES,WIDOWED,Swietokrzyskie,NO,1800.0,MOSTLY DISSATISFIED,3701
NO,FEMALE,25,VOCATIONAL/GRAMMAR,65.0,170.0,22.4913494809689,YES,MARRIED,Pomorskie,NO,0.0,DELIGHTED,3702
NO,FEMALE,48,SECONDARY,65.0,167.0,23.3066800530675,NO,MARRIED,Pomorskie,NO,1500.0,MOSTLY SATISFIED,3703
NO,MALE,37,VOCATIONAL/GRAMMAR,84.0,174.0,27.7447483154974,YES,MARRIED,Lubuskie,YES,1100.0,PLEASED,3704
NO,MALE,35,VOCATIONAL/GRAMMAR,74.0,172.0,25.013520822066,YES,MARRIED,Podkarpackie,NO,1200.0,MOSTLY SATISFIED,3705
NO,MALE,82,PRIMARY/NO EDUCATION,92.0,165.0,33.7924701561065,YES,MARRIED,Podlaskie,NO,800.0,MOSTLY DISSATISFIED,3706
NO,FEMALE,61,POST-SECONDARY OR HIGHER,65.0,164.0,24.1671624033314,YES,MARRIED,Zachodnio-pomorskie,NO,2000.0,DELIGHTED,3707
YES,FEMALE,44,SECONDARY,80.0,158.0,32.0461464508893,NO,SINGLE,Lodzkie,NO,2500.0,MOSTLY SATISFIED,3708
YES,MALE,58,VOCATIONAL/GRAMMAR,70.0,176.0,22.5981404958678,YES,MARRIED,Mazowieckie,NO,1000.0,MIXED,3709
NO,FEMALE,47,POST-SECONDARY OR HIGHER,68.0,165.0,24.9770431588613,NO,DIVORCED,Mazowieckie,NO,1500.0,MOSTLY DISSATISFIED,3710
NO,MALE,29,SECONDARY,79.0,184.0,23.3341209829868,NO,SINGLE,Dolnoslaskie,NO,2300.0,MOSTLY SATISFIED,3711
NO,FEMALE,75,PRIMARY/NO EDUCATION,84.0,175.0,27.4285714285714,YES,MARRIED,Podlaskie,NO,700.0,MIXED,3712
NO,MALE,76,SECONDARY,75.0,168.0,26.5731292517007,YES,MARRIED,Slaskie,NO,1300.0,PLEASED,3713
NO,FEMALE,33,POST-SECONDARY OR HIGHER,60.0,170.0,20.7612456747405,YES,MARRIED,Mazowieckie,NO,2000.0,DELIGHTED,3714
YES,FEMALE,21,SECONDARY,69.0,166.0,25.0399187109885,NO,SINGLE,Podkarpackie,NO,1300.0,PLEASED,3715
NO,MALE,72,PRIMARY/NO EDUCATION,86.0,176.0,27.7634297520661,YES,MARRIED,Podkarpackie,NO,700.0,MOSTLY SATISFIED,3716
NO,MALE,66,PRIMARY/NO EDUCATION,90.0,168.0,31.8877551020408,YES,MARRIED,Podlaskie,NO,750.0,DELIGHTED,3717
NO,FEMALE,35,POST-SECONDARY OR HIGHER,56.0,164.0,20.8209399167162,YES,MARRIED,Wielkopolskie,NO,1200.0,MOSTLY SATISFIED,3718
NO,FEMALE,53,POST-SECONDARY OR HIGHER,54.0,158.0,21.6311488543503,NO,MARRIED,Slaskie,NO,1100.0,MOSTLY SATISFIED,3719
NO,FEMALE,80,POST-SECONDARY OR HIGHER,88.0,158.0,35.2507610959782,YES,MARRIED,Dolnoslaskie,NO,1670.0,PLEASED,3720
NO,FEMALE,22,SECONDARY,76.0,175.0,24.8163265306122,NO,SINGLE,Swietokrzyskie,YES,1000.0,MOSTLY SATISFIED,3721
YES,MALE,54,VOCATIONAL/GRAMMAR,80.0,177.0,25.5354463915222,YES,MARRIED,Podlaskie,NO,1400.0,MIXED,3722
NO,MALE,20,VOCATIONAL/GRAMMAR,65.0,175.0,21.2244897959184,NO,SINGLE,Podlaskie,YES,2000.0,PLEASED,3723
YES,MALE,64,VOCATIONAL/GRAMMAR,90.0,170.0,31.1418685121107,YES,MARRIED,Kujawsko-pomorskie,NO,1000.0,MIXED,3724
NO,MALE,64,PRIMARY/NO EDUCATION,120.0,176.0,38.7396694214876,YES,MARRIED,Zachodnio-pomorskie,NO,940.0,PLEASED,3725
YES,MALE,59,VOCATIONAL/GRAMMAR,67.0,167.0,24.023808670085,NO,MARRIED,Wielkopolskie,NO,1000.0,MOSTLY SATISFIED,3726
NO,FEMALE,34,POST-SECONDARY OR HIGHER,79.0,163.0,29.7339004102526,NO,MARRIED,Lodzkie,NO,1800.0,PLEASED,3727
NO,FEMALE,54,SECONDARY,73.0,161.0,28.1624937309517,YES,MARRIED,Dolnoslaskie,NO,0.0,PLEASED,3728
NO,FEMALE,76,PRIMARY/NO EDUCATION,58.0,165.0,21.3039485766759,YES,WIDOWED,Zachodnio-pomorskie,NO,1500.0,MOSTLY SATISFIED,3729
NO,FEMALE,22,SECONDARY,54.0,168.0,19.1326530612245,YES,SINGLE,Swietokrzyskie,NO,700.0,PLEASED,3730
NO,MALE,45,SECONDARY,104.0,176.0,33.5743801652893,YES,MARRIED,Malopolskie,NO,3000.0,DELIGHTED,3731
NO,FEMALE,34,POST-SECONDARY OR HIGHER,70.0,170.0,24.2214532871972,NO,MARRIED,Wielkopolskie,NO,1400.0,PLEASED,3732
YES,MALE,42,VOCATIONAL/GRAMMAR,83.0,190.0,22.9916897506925,YES,MARRIED,Wielkopolskie,NO,2500.0,MOSTLY SATISFIED,3733
NO,MALE,64,SECONDARY,80.0,172.0,27.0416441319632,YES,MARRIED,Warminsko-mazurskie,NO,2900.0,MOSTLY SATISFIED,3734
NO,FEMALE,27,POST-SECONDARY OR HIGHER,63.0,169.0,22.0580511886839,NO,SINGLE,Malopolskie,NO,0.0,MOSTLY SATISFIED,3735
NO,MALE,24,SECONDARY,78.0,182.0,23.5478806907378,NO,MARRIED,Lubelskie,NO,2700.0,PLEASED,3736
NO,MALE,39,SECONDARY,95.0,186.0,27.4598219447335,NO,MARRIED,Lodzkie,NO,2000.0,MOSTLY SATISFIED,3737
NO,MALE,18,VOCATIONAL/GRAMMAR,65.0,186.0,18.788299225344,NO,SINGLE,Pomorskie,NO,0.0,MOSTLY SATISFIED,3738
YES,FEMALE,62,PRIMARY/NO EDUCATION,93.0,170.0,32.1799307958478,YES,MARRIED,Warminsko-mazurskie,NO,,MOSTLY SATISFIED,3739
NO,FEMALE,26,SECONDARY,66.0,163.0,24.8409800895781,NO,MARRIED,Opolskie,NO,1000.0,PLEASED,3740
NO,MALE,62,PRIMARY/NO EDUCATION,65.0,175.0,21.2244897959184,YES,SINGLE,Podlaskie,NO,,MIXED,3741
YES,MALE,63,VOCATIONAL/GRAMMAR,100.0,170.0,34.6020761245675,NO,MARRIED,Pomorskie,NO,1900.0,MOSTLY SATISFIED,3742
NO,FEMALE,88,PRIMARY/NO EDUCATION,62.0,160.0,24.21875,YES,WIDOWED,Opolskie,NO,900.0,MIXED,3743
NO,MALE,82,POST-SECONDARY OR HIGHER,97.0,176.0,31.3145661157025,YES,WIDOWED,Mazowieckie,NO,800.0,MIXED,3744
YES,FEMALE,69,SECONDARY,60.0,160.0,23.4375,YES,MARRIED,Kujawsko-pomorskie,NO,1050.0,MOSTLY SATISFIED,3745
NO,FEMALE,75,PRIMARY/NO EDUCATION,80.0,164.0,29.7441998810232,NO,WIDOWED,Kujawsko-pomorskie,NO,1180.0,MOSTLY SATISFIED,3746
NO,FEMALE,35,SECONDARY,57.0,160.0,22.265625,YES,SINGLE,Lodzkie,NO,2000.0,MOSTLY SATISFIED,3747
NO,MALE,29,POST-SECONDARY OR HIGHER,64.0,180.0,19.7530864197531,NO,SINGLE,Mazowieckie,NO,3500.0,PLEASED,3748
NO,FEMALE,47,SECONDARY,70.0,170.0,24.2214532871972,YES,MARRIED,Wielkopolskie,NO,2200.0,PLEASED,3749
NO,MALE,57,VOCATIONAL/GRAMMAR,85.0,165.0,31.2213039485767,NO,SINGLE,Malopolskie,NO,900.0,MOSTLY SATISFIED,3750
NO,FEMALE,47,SECONDARY,72.0,178.0,22.7244034844085,YES,DIVORCED,Swietokrzyskie,NO,3000.0,MIXED,3751
NO,FEMALE,65,PRIMARY/NO EDUCATION,80.0,162.0,30.4831580551745,YES,MARRIED,Swietokrzyskie,NO,750.0,PLEASED,3752
NO,FEMALE,30,POST-SECONDARY OR HIGHER,63.0,164.0,23.4235574063058,NO,MARRIED,Dolnoslaskie,NO,1700.0,PLEASED,3753
NO,FEMALE,74,PRIMARY/NO EDUCATION,60.0,150.0,26.6666666666667,YES,MARRIED,Lodzkie,NO,690.0,DELIGHTED,3754
NO,FEMALE,46,VOCATIONAL/GRAMMAR,63.0,164.0,23.4235574063058,YES,WIDOWED,Slaskie,NO,,MOSTLY SATISFIED,3755
YES,FEMALE,52,SECONDARY,82.0,168.0,29.0532879818594,YES,MARRIED,Slaskie,NO,,MOSTLY SATISFIED,3756
NO,FEMALE,23,SECONDARY,50.0,165.0,18.3654729109275,NO,SINGLE,Lubuskie,NO,1200.0,PLEASED,3757
NO,FEMALE,28,SECONDARY,50.0,160.0,19.53125,NO,MARRIED,Zachodnio-pomorskie,NO,1500.0,PLEASED,3758
NO,FEMALE,80,PRIMARY/NO EDUCATION,52.0,160.0,20.3125,YES,WIDOWED,Lubuskie,NO,1600.0,MIXED,3759
NO,FEMALE,81,PRIMARY/NO EDUCATION,80.0,163.0,30.1102788964583,YES,WIDOWED,Mazowieckie,NO,1100.0,MOSTLY SATISFIED,3760
NO,FEMALE,20,VOCATIONAL/GRAMMAR,56.0,164.0,20.8209399167162,YES,SINGLE,Zachodnio-pomorskie,NO,,MOSTLY SATISFIED,3761
NO,FEMALE,57,VOCATIONAL/GRAMMAR,60.0,160.0,23.4375,YES,MARRIED,Mazowieckie,NO,,MOSTLY SATISFIED,3762
YES,FEMALE,51,SECONDARY,70.0,160.0,27.34375,YES,MARRIED,Podlaskie,NO,2500.0,MOSTLY SATISFIED,3763
YES,MALE,39,PRIMARY/NO EDUCATION,90.0,178.0,28.4055043555107,YES,SINGLE,Lubuskie,YES,1400.0,MOSTLY SATISFIED,3764
NO,FEMALE,64,PRIMARY/NO EDUCATION,93.0,160.0,36.328125,NO,WIDOWED,Lodzkie,NO,670.0,MIXED,3765
YES,FEMALE,26,POST-SECONDARY OR HIGHER,55.0,160.0,21.484375,YES,SINGLE,Swietokrzyskie,NO,1600.0,MOSTLY SATISFIED,3766
YES,FEMALE,61,PRIMARY/NO EDUCATION,56.0,160.0,21.875,YES,MARRIED,Warminsko-mazurskie,NO,,PLEASED,3767
NO,FEMALE,20,SECONDARY,50.0,160.0,19.53125,YES,SINGLE,Slaskie,NO,,PLEASED,3768
NO,FEMALE,62,SECONDARY,79.0,166.0,28.6688924372188,NO,MARRIED,Kujawsko-pomorskie,NO,1400.0,MOSTLY SATISFIED,3769
NO,MALE,56,VOCATIONAL/GRAMMAR,88.0,175.0,28.734693877551,YES,MARRIED,Mazowieckie,NO,2000.0,PLEASED,3770
NO,FEMALE,24,POST-SECONDARY OR HIGHER,,174.0,,NO,SINGLE,Lodzkie,NO,1100.0,PLEASED,3771
NO,FEMALE,83,SECONDARY,67.0,158.0,26.8386476526198,YES,WIDOWED,Malopolskie,NO,1600.0,PLEASED,3772
YES,MALE,52,VOCATIONAL/GRAMMAR,115.0,182.0,34.7180292235237,YES,MARRIED,Lubelskie,NO,1700.0,MIXED,3773
YES,MALE,53,SECONDARY,95.0,176.0,30.6689049586777,NO,MARRIED,Swietokrzyskie,NO,2100.0,PLEASED,3774
YES,MALE,44,VOCATIONAL/GRAMMAR,83.0,174.0,27.4144536926939,YES,MARRIED,Kujawsko-pomorskie,NO,890.0,MIXED,3775
NO,FEMALE,20,SECONDARY,52.0,167.0,18.645344042454,YES,SINGLE,Pomorskie,NO,,DELIGHTED,3776
NO,MALE,55,POST-SECONDARY OR HIGHER,76.0,169.0,26.609712545079,NO,MARRIED,Mazowieckie,NO,7700.0,PLEASED,3777
NO,MALE,54,SECONDARY,88.0,184.0,25.992438563327,YES,MARRIED,Lodzkie,NO,2000.0,PLEASED,3778
NO,FEMALE,20,VOCATIONAL/GRAMMAR,56.0,166.0,20.3222528668892,NO,SINGLE,Mazowieckie,NO,,MOSTLY SATISFIED,3779
NO,FEMALE,52,VOCATIONAL/GRAMMAR,100.0,164.0,37.180249851279,YES,MARRIED,Slaskie,YES,1200.0,PLEASED,3780
NO,MALE,56,POST-SECONDARY OR HIGHER,93.0,172.0,31.4359113034073,YES,MARRIED,Wielkopolskie,NO,1300.0,MOSTLY SATISFIED,3781
YES,FEMALE,40,SECONDARY,63.0,170.0,21.7993079584775,YES,MARRIED,Warminsko-mazurskie,NO,,PLEASED,3782
YES,MALE,22,SECONDARY,85.0,187.0,24.3072435585805,NO,SINGLE,Mazowieckie,NO,1500.0,MOSTLY SATISFIED,3783
NO,FEMALE,70,PRIMARY/NO EDUCATION,50.0,158.0,20.0288415318058,YES,WIDOWED,Pomorskie,NO,1450.0,PLEASED,3784
NO,MALE,58,SECONDARY,98.0,187.0,28.0248219851869,YES,MARRIED,Wielkopolskie,NO,2000.0,MOSTLY SATISFIED,3785
NO,FEMALE,33,SECONDARY,59.0,170.0,20.4152249134948,YES,MARRIED,Slaskie,NO,1200.0,PLEASED,3786
YES,MALE,52,VOCATIONAL/GRAMMAR,85.0,174.0,28.075042938301,NO,SINGLE,Warminsko-mazurskie,YES,0.0,MIXED,3787
NO,FEMALE,71,PRIMARY/NO EDUCATION,70.0,160.0,27.34375,YES,MARRIED,Podkarpackie,NO,800.0,MOSTLY SATISFIED,3788
NO,MALE,26,PRIMARY/NO EDUCATION,70.0,160.0,27.34375,NO,SINGLE,Kujawsko-pomorskie,YES,,MOSTLY SATISFIED,3789
NO,FEMALE,60,PRIMARY/NO EDUCATION,95.0,167.0,34.0636093083294,NO,WIDOWED,Pomorskie,NO,810.0,PLEASED,3790
NO,FEMALE,86,PRIMARY/NO EDUCATION,55.0,160.0,21.484375,YES,WIDOWED,Opolskie,NO,0.0,PLEASED,3791
NO,FEMALE,55,SECONDARY,68.0,165.0,24.9770431588613,YES,MARRIED,Swietokrzyskie,NO,1000.0,PLEASED,3792
NO,FEMALE,56,VOCATIONAL/GRAMMAR,50.0,160.0,19.53125,NO,MARRIED,Dolnoslaskie,NO,920.0,MOSTLY DISSATISFIED,3793
NO,FEMALE,65,VOCATIONAL/GRAMMAR,76.0,158.0,,YES,MARRIED,Slaskie,NO,,MOSTLY SATISFIED,3794
NO,MALE,58,PRIMARY/NO EDUCATION,82.0,172.0,27.7176852352623,YES,MARRIED,Swietokrzyskie,NO,,MOSTLY DISSATISFIED,3795
NO,FEMALE,41,VOCATIONAL/GRAMMAR,60.0,165.0,22.038567493113,YES,MARRIED,Mazowieckie,NO,1200.0,MOSTLY SATISFIED,3796
YES,FEMALE,28,POST-SECONDARY OR HIGHER,59.0,165.0,21.6712580348944,NO,SINGLE,Mazowieckie,YES,1500.0,MOSTLY SATISFIED,3797
NO,MALE,43,SECONDARY,100.0,181.0,30.5240987759836,NO,MARRIED,Pomorskie,NO,800.0,PLEASED,3798
NO,FEMALE,57,SECONDARY,72.0,164.0,26.7697798929209,NO,MARRIED,Opolskie,NO,,PLEASED,3799
NO,MALE,48,SECONDARY,75.0,180.0,23.1481481481481,YES,MARRIED,Podlaskie,NO,1500.0,MOSTLY SATISFIED,3800
NO,MALE,20,SECONDARY,65.0,175.0,21.2244897959184,NO,SINGLE,Pomorskie,NO,1100.0,MOSTLY SATISFIED,3801
NO,FEMALE,81,PRIMARY/NO EDUCATION,70.0,160.0,27.34375,YES,WIDOWED,Podkarpackie,NO,900.0,MIXED,3802
NO,FEMALE,61,PRIMARY/NO EDUCATION,65.0,165.0,23.8751147842057,YES,MARRIED,Lubelskie,NO,700.0,MOSTLY SATISFIED,3803
NO,MALE,18,VOCATIONAL/GRAMMAR,93.0,180.0,28.7037037037037,NO,SINGLE,Swietokrzyskie,NO,0.0,PLEASED,3804
NO,FEMALE,74,SECONDARY,60.0,156.0,24.65483234714,YES,MARRIED,Malopolskie,NO,1281.0,PLEASED,3805
NO,FEMALE,76,SECONDARY,53.0,168.0,18.7783446712018,YES,SINGLE,Mazowieckie,NO,1700.0,MOSTLY DISSATISFIED,3806
NO,FEMALE,40,PRIMARY/NO EDUCATION,84.0,160.0,32.8125,YES,MARRIED,Lodzkie,NO,1700.0,MOSTLY SATISFIED,3807
NO,FEMALE,25,POST-SECONDARY OR HIGHER,75.0,166.0,27.2173029467267,NO,SINGLE,Slaskie,NO,0.0,PLEASED,3808
NO,FEMALE,44,POST-SECONDARY OR HIGHER,58.0,159.0,22.9421304537004,YES,MARRIED,Podkarpackie,NO,0.0,PLEASED,3809
NO,FEMALE,59,VOCATIONAL/GRAMMAR,60.0,155.0,24.9739854318418,YES,MARRIED,Malopolskie,NO,0.0,PLEASED,3810
YES,FEMALE,53,VOCATIONAL/GRAMMAR,64.0,170.0,22.1453287197232,YES,MARRIED,Malopolskie,NO,0.0,MOSTLY SATISFIED,3811
NO,MALE,32,VOCATIONAL/GRAMMAR,95.0,176.0,30.6689049586777,NO,MARRIED,Malopolskie,NO,1400.0,PLEASED,3812
NO,FEMALE,45,VOCATIONAL/GRAMMAR,58.0,157.0,23.5303663434622,YES,MARRIED,Zachodnio-pomorskie,NO,1200.0,PLEASED,3813
NO,FEMALE,40,SECONDARY,58.0,160.0,22.65625,YES,MARRIED,Pomorskie,NO,0.0,MOSTLY SATISFIED,3814
YES,MALE,68,PRIMARY/NO EDUCATION,105.0,174.0,34.6809353943718,YES,MARRIED,Kujawsko-pomorskie,NO,760.0,MIXED,3815
YES,MALE,78,PRIMARY/NO EDUCATION,68.0,175.0,22.2040816326531,NO,MARRIED,Swietokrzyskie,NO,1600.0,PLEASED,3816
YES,MALE,47,PRIMARY/NO EDUCATION,85.0,180.0,26.2345679012346,YES,MARRIED,Opolskie,YES,,MIXED,3817
YES,MALE,49,VOCATIONAL/GRAMMAR,74.0,181.0,22.5878330942279,YES,MARRIED,Malopolskie,NO,,MOSTLY DISSATISFIED,3818
NO,FEMALE,33,POST-SECONDARY OR HIGHER,50.0,152.0,21.6412742382271,YES,MARRIED,Wielkopolskie,NO,0.0,PLEASED,3819
NO,MALE,47,VOCATIONAL/GRAMMAR,95.0,166.0,34.4752503991871,YES,MARRIED,Mazowieckie,NO,2000.0,MIXED,3820
NO,FEMALE,50,VOCATIONAL/GRAMMAR,62.0,158.0,24.8357634994392,YES,MARRIED,Slaskie,NO,1300.0,MOSTLY SATISFIED,3821
NO,MALE,17,VOCATIONAL/GRAMMAR,84.0,183.0,25.0828630296515,NO,SINGLE,Podlaskie,NO,,MOSTLY SATISFIED,3822
NO,MALE,68,POST-SECONDARY OR HIGHER,75.0,173.0,25.0593070266297,YES,MARRIED,Podkarpackie,NO,3000.0,MOSTLY SATISFIED,3823
NO,FEMALE,34,SECONDARY,60.0,160.0,23.4375,NO,DIVORCED,Slaskie,NO,1400.0,MOSTLY DISSATISFIED,3824
NO,FEMALE,87,PRIMARY/NO EDUCATION,62.0,158.0,24.8357634994392,YES,WIDOWED,Warminsko-mazurskie,NO,1300.0,PLEASED,3825
NO,FEMALE,64,VOCATIONAL/GRAMMAR,60.0,165.0,22.038567493113,YES,MARRIED,Lubelskie,NO,580.0,MIXED,3826
NO,FEMALE,60,PRIMARY/NO EDUCATION,81.0,162.0,30.8641975308642,NO,MARRIED,Pomorskie,NO,,MIXED,3827
NO,FEMALE,60,SECONDARY,71.0,162.0,27.0538027739674,NO,MARRIED,Podkarpackie,NO,1000.0,PLEASED,3828
YES,FEMALE,73,SECONDARY,68.0,164.0,25.2825698988697,YES,WIDOWED,Wielkopolskie,NO,1030.0,PLEASED,3829
NO,MALE,62,VOCATIONAL/GRAMMAR,78.0,173.0,26.0616793076949,YES,MARRIED,Pomorskie,NO,2200.0,MOSTLY SATISFIED,3830
NO,MALE,22,SECONDARY,80.0,176.0,25.8264462809917,YES,SINGLE,Pomorskie,NO,0.0,DELIGHTED,3831
NO,FEMALE,75,POST-SECONDARY OR HIGHER,70.0,158.0,28.0403781445281,YES,MARRIED,Pomorskie,NO,2000.0,MOSTLY SATISFIED,3832
NO,MALE,74,VOCATIONAL/GRAMMAR,80.0,168.0,28.3446712018141,YES,SINGLE,Dolnoslaskie,NO,1000.0,MIXED,3833
NO,FEMALE,51,SECONDARY,62.0,165.0,22.77318640955,YES,MARRIED,Zachodnio-pomorskie,NO,1200.0,MOSTLY SATISFIED,3834
NO,FEMALE,38,VOCATIONAL/GRAMMAR,68.0,164.0,25.2825698988697,YES,MARRIED,Warminsko-mazurskie,NO,1200.0,MOSTLY SATISFIED,3835
NO,MALE,57,VOCATIONAL/GRAMMAR,91.0,172.0,30.7598702001082,YES,MARRIED,Dolnoslaskie,NO,3000.0,MOSTLY SATISFIED,3836
NO,FEMALE,37,VOCATIONAL/GRAMMAR,50.0,160.0,19.53125,NO,MARRIED,Zachodnio-pomorskie,NO,2200.0,PLEASED,3837
YES,MALE,60,VOCATIONAL/GRAMMAR,91.0,182.0,27.4725274725275,YES,SINGLE,Malopolskie,NO,440.0,UNHAPPY,3838
NO,FEMALE,38,SECONDARY,75.0,170.0,25.9515570934256,YES,MARRIED,Malopolskie,NO,1200.0,MOSTLY SATISFIED,3839
NO,FEMALE,77,PRIMARY/NO EDUCATION,64.0,150.0,28.4444444444444,YES,WIDOWED,Pomorskie,NO,500.0,MIXED,3840
NO,FEMALE,69,PRIMARY/NO EDUCATION,74.0,164.0,27.5133848899465,NO,WIDOWED,Pomorskie,NO,1300.0,PLEASED,3841
NO,MALE,66,POST-SECONDARY OR HIGHER,78.0,180.0,24.0740740740741,NO,MARRIED,Pomorskie,NO,2800.0,MOSTLY SATISFIED,3842
NO,MALE,82,SECONDARY,80.0,170.0,27.681660899654,YES,MARRIED,Wielkopolskie,NO,2300.0,PLEASED,3843
YES,MALE,55,PRIMARY/NO EDUCATION,86.0,173.0,28.734672057202,YES,MARRIED,Lodzkie,NO,1600.0,PLEASED,3844
NO,MALE,63,VOCATIONAL/GRAMMAR,79.0,180.0,24.3827160493827,NO,MARRIED,Dolnoslaskie,NO,1600.0,PLEASED,3845
NO,FEMALE,67,SECONDARY,76.0,164.0,28.256989886972,YES,WIDOWED,Malopolskie,NO,1300.0,PLEASED,3846
NO,FEMALE,58,VOCATIONAL/GRAMMAR,95.0,160.0,37.109375,YES,MARRIED,Podkarpackie,NO,700.0,PLEASED,3847
NO,MALE,48,VOCATIONAL/GRAMMAR,95.0,182.0,28.6801110976935,YES,MARRIED,Podkarpackie,NO,0.0,PLEASED,3848
NO,FEMALE,62,VOCATIONAL/GRAMMAR,74.0,158.0,29.6426854670726,YES,MARRIED,Lubelskie,NO,800.0,PLEASED,3849
NO,FEMALE,35,VOCATIONAL/GRAMMAR,60.0,164.0,22.3081499107674,NO,MARRIED,Swietokrzyskie,NO,0.0,MOSTLY DISSATISFIED,3850
YES,MALE,48,VOCATIONAL/GRAMMAR,90.0,180.0,27.7777777777778,NO,MARRIED,Malopolskie,NO,955.0,MIXED,3851
NO,FEMALE,17,VOCATIONAL/GRAMMAR,48.0,163.0,18.066167337875,NO,SINGLE,Malopolskie,YES,,PLEASED,3852
YES,FEMALE,50,POST-SECONDARY OR HIGHER,48.0,165.0,17.6308539944904,YES,MARRIED,Wielkopolskie,NO,0.0,PLEASED,3853
NO,FEMALE,39,VOCATIONAL/GRAMMAR,67.0,172.0,22.6473769605192,NO,MARRIED,Malopolskie,NO,4500.0,MOSTLY SATISFIED,3854
NO,MALE,63,VOCATIONAL/GRAMMAR,88.0,164.0,32.7186198691255,YES,MARRIED,Kujawsko-pomorskie,NO,3000.0,MOSTLY SATISFIED,3855
YES,FEMALE,50,VOCATIONAL/GRAMMAR,89.0,178.0,28.0898876404494,YES,MARRIED,Dolnoslaskie,NO,2200.0,PLEASED,3856
NO,FEMALE,37,SECONDARY,55.0,165.0,20.2020202020202,YES,DIVORCED,Mazowieckie,NO,2400.0,PLEASED,3857
NO,FEMALE,60,PRIMARY/NO EDUCATION,85.0,165.0,31.2213039485767,YES,MARRIED,Zachodnio-pomorskie,NO,853.0,MOSTLY SATISFIED,3858
NO,MALE,77,VOCATIONAL/GRAMMAR,78.0,170.0,26.9896193771626,YES,MARRIED,Swietokrzyskie,NO,1500.0,PLEASED,3859
NO,FEMALE,64,POST-SECONDARY OR HIGHER,80.0,160.0,31.25,YES,MARRIED,Podkarpackie,NO,1200.0,MOSTLY SATISFIED,3860
NO,FEMALE,78,PRIMARY/NO EDUCATION,70.0,154.0,29.5159386068477,YES,WIDOWED,Slaskie,NO,2000.0,PLEASED,3861
NO,FEMALE,62,POST-SECONDARY OR HIGHER,68.0,155.0,28.3038501560874,NO,MARRIED,Pomorskie,NO,1297.0,PLEASED,3862
YES,MALE,64,PRIMARY/NO EDUCATION,72.0,172.0,24.3374797187669,YES,MARRIED,Podkarpackie,NO,766.0,MOSTLY SATISFIED,3863
NO,FEMALE,76,PRIMARY/NO EDUCATION,80.0,160.0,31.25,YES,WIDOWED,Slaskie,NO,1000.0,MOSTLY SATISFIED,3864
YES,FEMALE,79,PRIMARY/NO EDUCATION,50.0,158.0,20.0288415318058,YES,WIDOWED,Podkarpackie,NO,730.0,MOSTLY DISSATISFIED,3865
NO,FEMALE,40,POST-SECONDARY OR HIGHER,57.0,164.0,21.192742415229,NO,SINGLE,Slaskie,NO,3000.0,MOSTLY SATISFIED,3866
NO,FEMALE,21,VOCATIONAL/GRAMMAR,60.0,150.0,26.6666666666667,NO,SINGLE,Wielkopolskie,NO,520.0,PLEASED,3867
NO,FEMALE,73,PRIMARY/NO EDUCATION,75.0,168.0,26.5731292517007,YES,WIDOWED,Podlaskie,NO,750.0,MOSTLY SATISFIED,3868
NO,FEMALE,58,SECONDARY,,149.0,449.979730642764,YES,MARRIED,Lubelskie,NO,1300.0,MOSTLY SATISFIED,3869
NO,FEMALE,16,PRIMARY/NO EDUCATION,55.0,170.0,19.0311418685121,NO,SINGLE,Podkarpackie,NO,,MOSTLY SATISFIED,3870
NO,MALE,51,VOCATIONAL/GRAMMAR,81.0,166.0,29.3946871824648,NO,MARRIED,Podkarpackie,NO,500.0,MOSTLY SATISFIED,3871
